nt_cluster,uniport_cluster
Cluster-80812.4_TRINITY_DN206273_c2_g1,Cluster-106714.2_TRINITY_DN195438_c4_g2
Cluster-80812.2_TRINITY_DN199396_c3_g1,Cluster-106636.0_TRINITY_DN196307_c8_g1
Cluster-80806.0_TRINITY_DN195691_c2_g5,Cluster-106599.2_TRINITY_DN204189_c1_g1
Cluster-80704.0_TRINITY_DN204907_c1_g4,Cluster-106599.1_TRINITY_DN204189_c1_g3
Cluster-8069.1_TRINITY_DN204848_c2_g2,Cluster-106599.1_TRINITY_DN204189_c1_g2
Cluster-806.1_TRINITY_DN208679_c0_g2,Cluster-106599.0_TRINITY_DN204189_c1_g1
Cluster-806.0_TRINITY_DN208679_c0_g2,Cluster-106571.2_TRINITY_DN199374_c3_g2
Cluster-80571.0_TRINITY_DN199736_c4_g1,Cluster-106571.1_TRINITY_DN199374_c3_g2
Cluster-80387.0_TRINITY_DN205745_c0_g1,Cluster-106550.1_TRINITY_DN194639_c0_g1
Cluster-80386.1_TRINITY_DN195314_c3_g5,Cluster-106485.1_TRINITY_DN197242_c1_g4
Cluster-8028.1_TRINITY_DN187570_c2_g2,Cluster-106485.0_TRINITY_DN197242_c1_g4
Cluster-8028.0_TRINITY_DN187570_c2_g2,Cluster-106459.0_TRINITY_DN196119_c13_g2
Cluster-80128.0_TRINITY_DN199990_c1_g2,Cluster-106442.1_TRINITY_DN204375_c0_g1
Cluster-80127.1_TRINITY_DN198976_c3_g1,Cluster-106426.0_TRINITY_DN210648_c1_g1
Cluster-80095.1_TRINITY_DN198622_c0_g1,Cluster-106293.0_TRINITY_DN209297_c0_g1
Cluster-80020.1_TRINITY_DN206158_c2_g1,Cluster-106249.0_TRINITY_DN200253_c0_g2
Cluster-79907.0_TRINITY_DN210962_c11_g1,Cluster-106076.1_TRINITY_DN205538_c0_g1
Cluster-7988.6_TRINITY_DN210850_c3_g1,Cluster-105981.6_TRINITY_DN207605_c2_g3
Cluster-7988.4_TRINITY_DN210850_c3_g1,Cluster-105861.0_TRINITY_DN195370_c0_g1
Cluster-7988.1_TRINITY_DN210850_c3_g4,Cluster-10582.0_TRINITY_DN206115_c0_g1
Cluster-79779.8_TRINITY_DN195689_c1_g3,Cluster-105799.0_TRINITY_DN197937_c3_g1
Cluster-79779.6_TRINITY_DN205640_c0_g1,Cluster-105650.9_TRINITY_DN210069_c1_g1
Cluster-79779.14_TRINITY_DN196203_c5_g1,Cluster-105615.0_TRINITY_DN206791_c1_g1
Cluster-79779.12_TRINITY_DN195689_c1_g3,Cluster-105581.0_TRINITY_DN200160_c5_g2
Cluster-79779.0_TRINITY_DN205640_c0_g1,Cluster-105566.0_TRINITY_DN205819_c0_g1
Cluster-79772.0_TRINITY_DN209773_c4_g5,Cluster-105549.0_TRINITY_DN197227_c0_g3
Cluster-79740.0_TRINITY_DN207620_c2_g1,Cluster-105446.2_TRINITY_DN209125_c1_g3
Cluster-79682.0_TRINITY_DN143468_c0_g1,Cluster-105427.4_TRINITY_DN203467_c1_g1
Cluster-79647.2_TRINITY_DN206910_c4_g6,Cluster-105380.0_TRINITY_DN205258_c0_g3
Cluster-79647.1_TRINITY_DN194649_c7_g2,Cluster-105326.1_TRINITY_DN199867_c2_g2
Cluster-79640.0_TRINITY_DN206307_c6_g2,Cluster-105302.0_TRINITY_DN207364_c5_g3
Cluster-7964.0_TRINITY_DN102393_c0_g1,Cluster-105249.2_TRINITY_DN200834_c0_g1
Cluster-79607.1_TRINITY_DN193396_c5_g3,Cluster-105249.1_TRINITY_DN200834_c0_g1
Cluster-79588.0_TRINITY_DN206890_c0_g1,Cluster-105230.3_TRINITY_DN206026_c0_g3
Cluster-79442.0_TRINITY_DN207289_c11_g2,Cluster-105210.5_TRINITY_DN202128_c1_g4
Cluster-7944.0_TRINITY_DN196558_c2_g2,Cluster-105210.4_TRINITY_DN202128_c1_g4
Cluster-79377.1_TRINITY_DN207274_c1_g4,Cluster-105210.1_TRINITY_DN202128_c1_g4
Cluster-79362.5_TRINITY_DN206733_c3_g4,Cluster-105140.0_TRINITY_DN211051_c5_g3
Cluster-79311.0_TRINITY_DN199151_c2_g2,Cluster-105106.0_TRINITY_DN205653_c0_g1
Cluster-79266.9_TRINITY_DN208200_c1_g1,Cluster-105050.0_TRINITY_DN210716_c2_g1
Cluster-79266.7_TRINITY_DN208200_c1_g1,Cluster-104802.7_TRINITY_DN208060_c3_g2
Cluster-79266.5_TRINITY_DN209294_c0_g7,Cluster-104773.0_TRINITY_DN207587_c1_g1
Cluster-79266.2_TRINITY_DN208200_c1_g1,Cluster-104763.2_TRINITY_DN200074_c1_g1
Cluster-79266.14_TRINITY_DN201705_c2_g1,Cluster-10463.0_TRINITY_DN191601_c0_g1
Cluster-79266.12_TRINITY_DN208200_c1_g2,Cluster-104458.0_TRINITY_DN205394_c0_g1
Cluster-79266.10_TRINITY_DN208200_c1_g1,Cluster-104411.1_TRINITY_DN204698_c0_g1
Cluster-79266.0_TRINITY_DN208200_c1_g1,Cluster-104411.0_TRINITY_DN204698_c0_g1
Cluster-7921.1_TRINITY_DN197493_c2_g2,Cluster-104152.0_TRINITY_DN204903_c0_g5
Cluster-79170.1_TRINITY_DN189981_c0_g1,Cluster-104130.0_TRINITY_DN209116_c0_g3
Cluster-7915.0_TRINITY_DN204171_c6_g1,Cluster-104012.1_TRINITY_DN209183_c0_g2
Cluster-79146.0_TRINITY_DN169138_c0_g1,Cluster-103978.0_TRINITY_DN205053_c1_g1
Cluster-79133.0_TRINITY_DN195592_c5_g1,Cluster-103870.0_TRINITY_DN200183_c5_g3
Cluster-7896.2_TRINITY_DN205946_c1_g1,Cluster-103856.0_TRINITY_DN204304_c1_g1
Cluster-78915.0_TRINITY_DN206597_c2_g2,Cluster-103777.0_TRINITY_DN200516_c2_g2
Cluster-78899.0_TRINITY_DN205952_c3_g1,Cluster-103684.0_TRINITY_DN205404_c0_g2
Cluster-78891.0_TRINITY_DN199372_c1_g3,Cluster-103620.0_TRINITY_DN199613_c1_g1
Cluster-78852.0_TRINITY_DN206150_c6_g1,Cluster-103616.0_TRINITY_DN208004_c3_g2
Cluster-78811.3_TRINITY_DN193969_c5_g1,Cluster-103609.3_TRINITY_DN210361_c3_g1
Cluster-78781.2_TRINITY_DN204534_c2_g3,Cluster-103601.27_TRINITY_DN204921_c2_g1
Cluster-78781.1_TRINITY_DN204534_c2_g1,Cluster-103572.0_TRINITY_DN204152_c0_g3
Cluster-78771.0_TRINITY_DN203045_c7_g1,Cluster-103541.2_TRINITY_DN206634_c0_g2
Cluster-78733.0_TRINITY_DN190301_c0_g1,Cluster-103533.5_TRINITY_DN204467_c2_g1
Cluster-78678.0_TRINITY_DN205745_c0_g3,Cluster-103533.4_TRINITY_DN204467_c2_g1
Cluster-78587.0_TRINITY_DN179008_c0_g1,Cluster-103346.2_TRINITY_DN200633_c0_g1
Cluster-78568.1_TRINITY_DN195246_c1_g1,Cluster-103293.2_TRINITY_DN206592_c2_g2
Cluster-78510.0_TRINITY_DN209237_c0_g3,Cluster-103243.0_TRINITY_DN204003_c1_g1
Cluster-78362.0_TRINITY_DN203204_c0_g1,Cluster-103223.0_TRINITY_DN203201_c4_g1
Cluster-7832.0_TRINITY_DN203154_c6_g1,Cluster-103053.0_TRINITY_DN195744_c0_g1
Cluster-7831.1_TRINITY_DN207862_c3_g1,Cluster-103050.0_TRINITY_DN211012_c1_g1
Cluster-78280.1_TRINITY_DN210187_c0_g1,Cluster-102950.6_TRINITY_DN204304_c2_g1
Cluster-78211.0_TRINITY_DN203469_c4_g1,Cluster-102950.1_TRINITY_DN204304_c2_g2
Cluster-78094.0_TRINITY_DN191020_c0_g2,Cluster-102939.12_TRINITY_DN203733_c2_g1
Cluster-78068.2_TRINITY_DN211041_c3_g1,Cluster-102911.0_TRINITY_DN209205_c2_g2
Cluster-78068.1_TRINITY_DN211041_c3_g2,Cluster-102906.0_TRINITY_DN206851_c2_g3
Cluster-78068.0_TRINITY_DN205725_c1_g2,Cluster-10289.0_TRINITY_DN207050_c14_g1
Cluster-77996.0_TRINITY_DN196431_c9_g2,Cluster-102737.1_TRINITY_DN206830_c0_g1
Cluster-77945.0_TRINITY_DN195906_c4_g2,Cluster-102724.1_TRINITY_DN204212_c0_g1
Cluster-77834.0_TRINITY_DN198786_c6_g7,Cluster-102599.0_TRINITY_DN203581_c1_g1
Cluster-77797.0_TRINITY_DN184290_c0_g1,Cluster-102597.0_TRINITY_DN204849_c4_g1
Cluster-7774.0_TRINITY_DN197378_c4_g1,Cluster-102536.0_TRINITY_DN194663_c0_g2
Cluster-7767.2_TRINITY_DN206169_c2_g1,Cluster-102483.1_TRINITY_DN200379_c0_g2
Cluster-7767.0_TRINITY_DN208026_c3_g3,Cluster-102436.0_TRINITY_DN200670_c1_g2
Cluster-77649.1_TRINITY_DN209485_c3_g1,Cluster-102403.2_TRINITY_DN209674_c4_g1
Cluster-77614.3_TRINITY_DN203383_c1_g2,Cluster-102354.0_TRINITY_DN205756_c0_g1
Cluster-77614.2_TRINITY_DN203383_c1_g2,Cluster-102351.1_TRINITY_DN207173_c2_g1
Cluster-77586.0_TRINITY_DN204888_c5_g1,Cluster-102351.0_TRINITY_DN202707_c4_g1
Cluster-77542.0_TRINITY_DN204024_c2_g1,Cluster-102176.0_TRINITY_DN208104_c3_g1
Cluster-77459.0_TRINITY_DN225794_c0_g1,Cluster-102020.0_TRINITY_DN208189_c4_g1
Cluster-77410.2_TRINITY_DN199717_c7_g1,Cluster-10200.2_TRINITY_DN208511_c5_g1
Cluster-77396.0_TRINITY_DN205420_c1_g5,Cluster-101942.0_TRINITY_DN195245_c8_g2
Cluster-77335.1_TRINITY_DN197294_c0_g7,Cluster-101928.1_TRINITY_DN201219_c0_g1
Cluster-77116.0_TRINITY_DN203277_c3_g4,Cluster-101858.2_TRINITY_DN211193_c3_g1
Cluster-77101.3_TRINITY_DN209968_c4_g2,Cluster-101823.2_TRINITY_DN203499_c3_g1
Cluster-77101.1_TRINITY_DN209968_c4_g2,Cluster-101803.1_TRINITY_DN196974_c1_g1
Cluster-77099.0_TRINITY_DN201665_c2_g1,Cluster-101803.0_TRINITY_DN196974_c1_g1
Cluster-77054.1_TRINITY_DN200697_c3_g4,Cluster-101793.0_TRINITY_DN210464_c1_g1
Cluster-7704.0_TRINITY_DN193540_c11_g1,Cluster-10179.0_TRINITY_DN196400_c5_g1
Cluster-7701.0_TRINITY_DN200249_c2_g1,Cluster-101779.0_TRINITY_DN205254_c1_g1
Cluster-76806.0_TRINITY_DN200625_c7_g1,Cluster-101745.2_TRINITY_DN203427_c4_g1
Cluster-7679.1_TRINITY_DN198919_c1_g7,Cluster-101726.0_TRINITY_DN208768_c1_g2
Cluster-76786.0_TRINITY_DN199139_c2_g1,Cluster-101719.0_TRINITY_DN197994_c3_g1
Cluster-76761.0_TRINITY_DN193168_c0_g1,Cluster-101664.0_TRINITY_DN196366_c6_g3
Cluster-76685.0_TRINITY_DN32014_c0_g1,Cluster-101661.0_TRINITY_DN200808_c4_g1
Cluster-7667.0_TRINITY_DN192861_c1_g1,Cluster-101592.1_TRINITY_DN209582_c1_g3
Cluster-76560.0_TRINITY_DN206907_c0_g2,Cluster-101459.33_TRINITY_DN209701_c0_g2
Cluster-76504.0_TRINITY_DN208596_c0_g1,Cluster-101459.27_TRINITY_DN210486_c3_g3
Cluster-76490.0_TRINITY_DN193628_c5_g1,Cluster-101459.2_TRINITY_DN208942_c2_g4
Cluster-76290.0_TRINITY_DN206008_c3_g1,Cluster-101459.13_TRINITY_DN210519_c5_g1
Cluster-76239.3_TRINITY_DN204455_c5_g5,Cluster-1014.0_TRINITY_DN139222_c1_g1
Cluster-7615.0_TRINITY_DN201587_c3_g2,Cluster-101362.0_TRINITY_DN197094_c2_g3
Cluster-76077.0_TRINITY_DN196188_c4_g1,Cluster-101354.1_TRINITY_DN206685_c1_g2
Cluster-7603.0_TRINITY_DN208716_c3_g1,Cluster-101354.0_TRINITY_DN206685_c1_g2
Cluster-76015.0_TRINITY_DN200382_c4_g1,Cluster-101342.0_TRINITY_DN204523_c4_g4
Cluster-760.0_TRINITY_DN208350_c3_g3,Cluster-101315.3_TRINITY_DN209527_c0_g3
Cluster-75817.1_TRINITY_DN199771_c3_g4,Cluster-101315.1_TRINITY_DN203535_c4_g1
Cluster-7571.7_TRINITY_DN198248_c5_g3,Cluster-101213.0_TRINITY_DN209116_c0_g1
Cluster-7571.6_TRINITY_DN195342_c4_g1,Cluster-101201.4_TRINITY_DN202789_c1_g1
Cluster-7571.5_TRINITY_DN205607_c3_g1,Cluster-101201.3_TRINITY_DN208566_c0_g1
Cluster-75706.0_TRINITY_DN196354_c3_g1,Cluster-101176.0_TRINITY_DN204074_c0_g1
Cluster-75678.0_TRINITY_DN197770_c0_g1,Cluster-101175.0_TRINITY_DN205710_c0_g2
Cluster-75677.6_TRINITY_DN198241_c3_g1,Cluster-101172.0_TRINITY_DN208104_c1_g1
Cluster-7567.0_TRINITY_DN203088_c1_g1,Cluster-101144.0_TRINITY_DN203505_c2_g4
Cluster-75658.0_TRINITY_DN182894_c0_g1,Cluster-101056.4_TRINITY_DN203497_c0_g1
Cluster-75559.3_TRINITY_DN208836_c2_g1,Cluster-101043.1_TRINITY_DN193988_c2_g1
Cluster-75559.2_TRINITY_DN205650_c6_g1,Cluster-101033.0_TRINITY_DN204375_c0_g3
Cluster-75559.1_TRINITY_DN205650_c6_g2,Cluster-100987.0_TRINITY_DN200254_c2_g1
Cluster-75559.0_TRINITY_DN208620_c1_g2,Cluster-100980.0_TRINITY_DN194386_c1_g1
Cluster-75488.0_TRINITY_DN197474_c3_g1,Cluster-100960.0_TRINITY_DN192411_c0_g1
Cluster-75450.0_TRINITY_DN199799_c7_g1,Cluster-100949.1_TRINITY_DN208602_c1_g1
Cluster-75447.0_TRINITY_DN197177_c6_g1,Cluster-100949.0_TRINITY_DN208602_c1_g1
Cluster-75335.0_TRINITY_DN202136_c8_g1,Cluster-100909.2_TRINITY_DN199889_c1_g5
Cluster-75305.0_TRINITY_DN187565_c0_g1,Cluster-100808.0_TRINITY_DN196951_c1_g5
Cluster-75303.3_TRINITY_DN209251_c3_g2,Cluster-100803.0_TRINITY_DN210561_c0_g1
Cluster-75303.2_TRINITY_DN209251_c3_g2,Cluster-100641.0_TRINITY_DN175538_c0_g1
Cluster-75303.1_TRINITY_DN209251_c3_g2,Cluster-100611.7_TRINITY_DN196688_c3_g3
Cluster-75303.0_TRINITY_DN209251_c3_g2,Cluster-100611.4_TRINITY_DN196688_c3_g3
Cluster-75185.0_TRINITY_DN202144_c2_g8,Cluster-100463.1_TRINITY_DN205340_c2_g1
Cluster-75122.0_TRINITY_DN202377_c8_g3,Cluster-100463.0_TRINITY_DN205340_c2_g1
Cluster-75121.0_TRINITY_DN198397_c6_g3,Cluster-100421.4_TRINITY_DN210748_c1_g1
Cluster-75076.0_TRINITY_DN193407_c5_g2,Cluster-100421.0_TRINITY_DN210748_c1_g1
Cluster-74967.0_TRINITY_DN195981_c10_g1,Cluster-100348.0_TRINITY_DN209144_c1_g2
Cluster-7496.0_TRINITY_DN207527_c3_g6,Cluster-100327.0_TRINITY_DN195656_c0_g1
Cluster-74933.1_TRINITY_DN195906_c5_g1,Cluster-100251.0_TRINITY_DN195050_c3_g2
Cluster-74810.3_TRINITY_DN204827_c3_g1,Cluster-100220.0_TRINITY_DN198525_c9_g4
Cluster-74680.0_TRINITY_DN202999_c3_g2,Cluster-100089.0_TRINITY_DN205392_c3_g1
Cluster-74558.0_TRINITY_DN197120_c2_g1,Cluster-100085.0_TRINITY_DN203507_c0_g1
Cluster-74547.1_TRINITY_DN203423_c7_g1,
Cluster-74542.0_TRINITY_DN207689_c1_g1,
Cluster-7433.59_TRINITY_DN197323_c0_g2,
Cluster-74328.0_TRINITY_DN196032_c5_g5,
Cluster-74257.1_TRINITY_DN211282_c4_g1,
Cluster-74198.3_TRINITY_DN208358_c0_g1,
Cluster-74107.1_TRINITY_DN198528_c4_g2,
Cluster-7388.0_TRINITY_DN201002_c3_g3,
Cluster-7387.0_TRINITY_DN161094_c1_g1,
Cluster-7370.0_TRINITY_DN201224_c3_g1,
Cluster-73610.0_TRINITY_DN194209_c0_g1,
Cluster-7356.0_TRINITY_DN193567_c2_g1,
Cluster-7353.0_TRINITY_DN191106_c0_g2,
Cluster-73527.0_TRINITY_DN131972_c0_g1,
Cluster-73519.0_TRINITY_DN197464_c3_g2,
Cluster-73471.0_TRINITY_DN197677_c10_g1,
Cluster-7335.0_TRINITY_DN196567_c3_g2,
Cluster-73327.0_TRINITY_DN199431_c6_g4,
Cluster-73318.0_TRINITY_DN197234_c9_g1,
Cluster-7331.0_TRINITY_DN193942_c8_g1,
Cluster-73246.0_TRINITY_DN196564_c3_g3,
Cluster-7317.0_TRINITY_DN198444_c1_g1,
Cluster-73133.0_TRINITY_DN202471_c6_g1,
Cluster-7311.0_TRINITY_DN201639_c4_g2,
Cluster-73083.0_TRINITY_DN183001_c0_g1,
Cluster-7303.0_TRINITY_DN74396_c0_g1,
Cluster-72982.0_TRINITY_DN203166_c6_g1,
Cluster-72945.0_TRINITY_DN190602_c0_g1,
Cluster-72868.1_TRINITY_DN206910_c0_g1,
Cluster-72868.0_TRINITY_DN194156_c1_g1,
Cluster-72867.8_TRINITY_DN197216_c3_g1,
Cluster-72867.6_TRINITY_DN210292_c5_g5,
Cluster-72867.2_TRINITY_DN194806_c2_g3,
Cluster-72867.0_TRINITY_DN210292_c5_g5,
Cluster-72821.0_TRINITY_DN203277_c3_g2,
Cluster-7280.0_TRINITY_DN198678_c3_g1,
Cluster-7269.0_TRINITY_DN176494_c0_g1,
Cluster-72673.0_TRINITY_DN202209_c4_g1,
Cluster-72667.1_TRINITY_DN198706_c2_g3,
Cluster-72665.0_TRINITY_DN200064_c3_g1,
Cluster-72591.3_TRINITY_DN199248_c4_g1,
Cluster-7246.0_TRINITY_DN200777_c1_g1,
Cluster-72458.0_TRINITY_DN206437_c5_g1,
Cluster-72374.10_TRINITY_DN199932_c2_g2,
Cluster-7222.0_TRINITY_DN192861_c2_g3,
Cluster-72204.0_TRINITY_DN202136_c3_g1,
Cluster-72198.0_TRINITY_DN247737_c0_g1,
Cluster-7218.0_TRINITY_DN226247_c0_g1,
Cluster-7217.0_TRINITY_DN240916_c0_g1,
Cluster-721.0_TRINITY_DN158658_c0_g1,
Cluster-72058.0_TRINITY_DN194439_c0_g1,
Cluster-71922.0_TRINITY_DN204173_c1_g1,
Cluster-71899.0_TRINITY_DN194268_c3_g1,
Cluster-71886.4_TRINITY_DN207600_c1_g1,
Cluster-71886.2_TRINITY_DN207600_c1_g1,
Cluster-71871.0_TRINITY_DN207033_c7_g1,
Cluster-71817.0_TRINITY_DN195598_c6_g3,
Cluster-71797.0_TRINITY_DN194842_c3_g1,
Cluster-71765.0_TRINITY_DN196361_c1_g6,
Cluster-717.0_TRINITY_DN177791_c0_g3,
Cluster-71627.0_TRINITY_DN194584_c3_g1,
Cluster-71564.0_TRINITY_DN196241_c4_g4,
Cluster-71540.2_TRINITY_DN197905_c2_g3,
Cluster-71487.0_TRINITY_DN206477_c1_g1,
Cluster-71456.0_TRINITY_DN203830_c4_g3,
Cluster-71437.0_TRINITY_DN200537_c1_g3,
Cluster-71367.1_TRINITY_DN196043_c2_g1,
Cluster-71332.1_TRINITY_DN200316_c1_g7,
Cluster-71332.0_TRINITY_DN200316_c1_g2,
Cluster-71212.0_TRINITY_DN202145_c5_g1,
Cluster-712.0_TRINITY_DN160846_c0_g3,
Cluster-71175.1_TRINITY_DN199754_c2_g6,
Cluster-71172.0_TRINITY_DN209123_c0_g6,
Cluster-71157.1_TRINITY_DN201651_c5_g2,
Cluster-71144.0_TRINITY_DN198902_c1_g1,
Cluster-71044.0_TRINITY_DN210372_c2_g2,
Cluster-70921.2_TRINITY_DN199621_c6_g7,
Cluster-70921.1_TRINITY_DN199273_c3_g6,
Cluster-70921.0_TRINITY_DN199273_c3_g3,
Cluster-70840.1_TRINITY_DN209411_c1_g2,
Cluster-70840.0_TRINITY_DN209411_c1_g2,
Cluster-70782.1_TRINITY_DN207669_c1_g2,
Cluster-70778.0_TRINITY_DN200959_c9_g1,
Cluster-70730.0_TRINITY_DN200783_c0_g2,
Cluster-70720.1_TRINITY_DN194024_c6_g2,
Cluster-7066.1_TRINITY_DN199836_c1_g3,
Cluster-705.0_TRINITY_DN160636_c0_g2,
Cluster-70473.0_TRINITY_DN196760_c5_g2,
Cluster-70453.0_TRINITY_DN206774_c4_g1,
Cluster-7029.0_TRINITY_DN207722_c5_g2,
Cluster-70256.2_TRINITY_DN198058_c5_g3,
Cluster-70231.0_TRINITY_DN196886_c3_g1,
Cluster-70184.0_TRINITY_DN200934_c3_g2,
Cluster-70178.0_TRINITY_DN204448_c0_g1,
Cluster-70143.0_TRINITY_DN317308_c0_g1,
Cluster-7012.0_TRINITY_DN200967_c6_g1,
Cluster-70020.1_TRINITY_DN200902_c3_g4,
Cluster-6992.0_TRINITY_DN196354_c4_g1,
Cluster-69880.0_TRINITY_DN196092_c6_g2,
Cluster-69865.0_TRINITY_DN181547_c0_g1,
Cluster-69636.1_TRINITY_DN193118_c0_g1,
Cluster-69614.1_TRINITY_DN207407_c9_g1,
Cluster-69536.0_TRINITY_DN210780_c0_g3,
Cluster-69512.0_TRINITY_DN207161_c5_g1,
Cluster-69485.0_TRINITY_DN196860_c3_g1,
Cluster-6947.0_TRINITY_DN202276_c0_g3,
Cluster-69468.0_TRINITY_DN197626_c6_g1,
Cluster-69348.0_TRINITY_DN194695_c2_g1,
Cluster-693.0_TRINITY_DN197532_c1_g1,
Cluster-69239.2_TRINITY_DN210021_c0_g1,
Cluster-69205.0_TRINITY_DN194605_c0_g2,
Cluster-69077.0_TRINITY_DN203998_c1_g3,
Cluster-68972.0_TRINITY_DN175496_c0_g1,
Cluster-68960.0_TRINITY_DN207722_c3_g1,
Cluster-68783.0_TRINITY_DN196371_c8_g3,
Cluster-68737.0_TRINITY_DN192674_c0_g1,
Cluster-68720.0_TRINITY_DN196521_c4_g1,
Cluster-68710.0_TRINITY_DN201547_c6_g2,
Cluster-6857.0_TRINITY_DN203722_c1_g1,
Cluster-68561.0_TRINITY_DN208155_c3_g4,
Cluster-68553.0_TRINITY_DN196642_c0_g2,
Cluster-68537.1_TRINITY_DN194306_c5_g5,
Cluster-68428.1_TRINITY_DN197854_c3_g1,
Cluster-68389.0_TRINITY_DN199824_c1_g3,
Cluster-68377.0_TRINITY_DN202379_c6_g2,
Cluster-68376.0_TRINITY_DN194316_c3_g1,
Cluster-68338.1_TRINITY_DN203943_c1_g1,
Cluster-68332.0_TRINITY_DN190192_c0_g1,
Cluster-68324.0_TRINITY_DN200191_c2_g3,
Cluster-68316.3_TRINITY_DN204784_c7_g2,
Cluster-68290.0_TRINITY_DN190245_c0_g1,
Cluster-68246.0_TRINITY_DN201327_c2_g3,
Cluster-68241.0_TRINITY_DN198453_c11_g2,
Cluster-68195.0_TRINITY_DN206203_c5_g1,
Cluster-68169.0_TRINITY_DN192853_c0_g1,
Cluster-68115.0_TRINITY_DN199176_c4_g1,
Cluster-681.0_TRINITY_DN196867_c8_g1,
Cluster-68075.0_TRINITY_DN356727_c0_g1,
Cluster-6807.0_TRINITY_DN160139_c0_g1,
Cluster-68040.0_TRINITY_DN198103_c3_g1,
Cluster-67969.0_TRINITY_DN197566_c5_g1,
Cluster-67961.0_TRINITY_DN196423_c0_g1,
Cluster-67829.0_TRINITY_DN207252_c5_g1,
Cluster-6781.0_TRINITY_DN211261_c3_g6,
Cluster-67804.0_TRINITY_DN206204_c8_g4,
Cluster-67607.0_TRINITY_DN207472_c1_g1,
Cluster-67559.0_TRINITY_DN199602_c0_g1,
Cluster-67433.0_TRINITY_DN200967_c5_g2,
Cluster-6734.0_TRINITY_DN187905_c0_g1,
Cluster-67299.0_TRINITY_DN200642_c5_g1,
Cluster-67271.1_TRINITY_DN206528_c2_g2,
Cluster-67222.0_TRINITY_DN210862_c1_g1,
Cluster-67215.0_TRINITY_DN205607_c2_g1,
Cluster-6715.0_TRINITY_DN204546_c0_g8,
Cluster-67078.0_TRINITY_DN195837_c0_g1,
Cluster-67026.0_TRINITY_DN203610_c2_g1,
Cluster-66920.1_TRINITY_DN201022_c1_g1,
Cluster-66870.1_TRINITY_DN206778_c3_g4,
Cluster-6678.0_TRINITY_DN169720_c0_g1,
Cluster-66733.0_TRINITY_DN193111_c6_g1,
Cluster-667.0_TRINITY_DN196930_c3_g1,
Cluster-66697.0_TRINITY_DN201695_c3_g3,
Cluster-66622.8_TRINITY_DN211181_c3_g2,
Cluster-66601.1_TRINITY_DN201191_c2_g1,
Cluster-6658.2_TRINITY_DN208441_c3_g2,
Cluster-66572.0_TRINITY_DN192696_c1_g1,
Cluster-66528.4_TRINITY_DN202141_c4_g1,
Cluster-66528.3_TRINITY_DN202141_c4_g1,
Cluster-66528.1_TRINITY_DN194024_c6_g4,
Cluster-66528.0_TRINITY_DN202141_c4_g1,
Cluster-66438.0_TRINITY_DN204938_c2_g1,
Cluster-6643.0_TRINITY_DN192928_c1_g2,
Cluster-66426.0_TRINITY_DN198321_c0_g1,
Cluster-6640.0_TRINITY_DN197474_c3_g1,
Cluster-66361.0_TRINITY_DN197803_c10_g1,
Cluster-66309.0_TRINITY_DN194124_c5_g1,
Cluster-66270.0_TRINITY_DN201665_c2_g2,
Cluster-6623.0_TRINITY_DN196395_c4_g2,
Cluster-6622.0_TRINITY_DN193513_c4_g1,
Cluster-66162.0_TRINITY_DN202272_c4_g1,
Cluster-66121.0_TRINITY_DN194899_c7_g4,
Cluster-66086.0_TRINITY_DN195274_c7_g1,
Cluster-65999.0_TRINITY_DN198971_c2_g1,
Cluster-65994.0_TRINITY_DN197712_c0_g5,
Cluster-65975.3_TRINITY_DN205761_c1_g1,
Cluster-65974.0_TRINITY_DN206276_c0_g1,
Cluster-65957.1_TRINITY_DN207485_c6_g1,
Cluster-65923.0_TRINITY_DN203994_c2_g3,
Cluster-65709.0_TRINITY_DN165515_c0_g1,
Cluster-65683.0_TRINITY_DN200291_c2_g1,
Cluster-65671.0_TRINITY_DN193994_c7_g1,
Cluster-6567.0_TRINITY_DN202940_c2_g2,
Cluster-65652.0_TRINITY_DN201623_c2_g2,
Cluster-65634.2_TRINITY_DN200873_c2_g1,
Cluster-656.0_TRINITY_DN36788_c0_g1,
Cluster-65599.1_TRINITY_DN202601_c4_g1,
Cluster-6553.0_TRINITY_DN187570_c1_g6,
Cluster-6549.0_TRINITY_DN178723_c0_g2,
Cluster-65443.0_TRINITY_DN198675_c3_g1,
Cluster-65442.0_TRINITY_DN192136_c0_g1,
Cluster-65411.1_TRINITY_DN210300_c2_g1,
Cluster-65411.0_TRINITY_DN210300_c2_g2,
Cluster-65324.0_TRINITY_DN198501_c1_g1,
Cluster-65059.14_TRINITY_DN203892_c1_g1,
Cluster-65059.1_TRINITY_DN194856_c2_g6,
Cluster-64988.1_TRINITY_DN195830_c2_g3,
Cluster-64924.0_TRINITY_DN202778_c5_g1,
Cluster-6491.0_TRINITY_DN195900_c2_g1,
Cluster-64900.0_TRINITY_DN200138_c0_g3,
Cluster-64875.0_TRINITY_DN194649_c7_g4,
Cluster-6483.0_TRINITY_DN198919_c1_g2,
Cluster-64789.0_TRINITY_DN194649_c7_g3,
Cluster-6477.0_TRINITY_DN206643_c0_g2,
Cluster-64743.1_TRINITY_DN203508_c4_g5,
Cluster-64705.0_TRINITY_DN200457_c6_g3,
Cluster-64681.0_TRINITY_DN198750_c1_g1,
Cluster-6463.0_TRINITY_DN199674_c3_g2,
Cluster-64365.998_TRINITY_DN206455_c5_g2,
